path	subsystem	document_sections	user_visible_behavior	current_role	existing_nexent_equivalent	target_pr	port_strategy	security_classification	tests_to_keep	tests_to_rewrite	tests_to_drop	generated	confidence	evidence	notes
frontend/lib/chat/nl2agentSendRequest.ts	frontend recovery/continuation	§6.2 §12	Refresh Conversation switch hidden continuation	Provider/hook/chat state integration	Existing chat selected Conversation and run/history	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Scope recovery busy ordering hidden send	Single Provider/coordinator generated types	sessionStorage authority and duplicated maps	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/lib/chat/nl2agentSendRequest.ts; design §6.2 §12	-
frontend/package.json	frontend contracts/tests	§11 §15 §17	Contract generation/check and Card browser tests	Adds Ajv, OpenAPI generator, Vitest/testing-library and scripts	Existing npm checks	PR5_DELIVERY_RECOVERY_AND_RELEASE	PORT_MINIMAL	BASELINE_CORRECTNESS	Ajv, generation and behavior-test gates	Integrate with existing check-all	Duplicate standalone config if repository test config exists	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/package.json; design §15 §17	Keep only dependencies used by final stack
frontend/public/locales/en/common.json	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/public/locales/en/common.json; design §3 §6 §11 §12	-
frontend/public/locales/zh/common.json	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/public/locales/zh/common.json; design §3 §6 §11 §12	-
frontend/scripts/sync-nl2agent-contracts.mjs	generated contracts	§11 §13 §15	Strict synchronized Card and API contracts	Canonical source/generator	FastAPI OpenAPI and contract generation	GENERATED	REGENERATE	BASELINE_CORRECTNESS	Schema/API behavior	Regeneration/drift tests	Snapshot-specific text	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/scripts/sync-nl2agent-contracts.mjs; design §11 §13 §15	-
frontend/server.js	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/server.js; design §3 §6 §11 §12	-
frontend/services/api.ts	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/services/api.ts; design §3 §6 §11 §12	-
frontend/services/conversationService.ts	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/services/conversationService.ts; design §3 §6 §11 §12	-
frontend/services/nl2agentService.ts	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/services/nl2agentService.ts; design §3 §6 §11 §12	-
frontend/types/chat.ts	frontend core/recovery	§3 §6 §11 §12	Builder entry chat integration and recovery	Frontend entry/chat/API/i18n integration	Existing chat Provider services i18n proxy	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Entry IDs recovery routing visible labels	Generated types and one Provider	Prototype handoff/duplicate infrastructure	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/types/chat.ts; design §3 §6 §11 §12	-
frontend/vitest.config.ts	frontend test infrastructure	§17	Run Card/recovery behavior tests	Vitest jsdom config	Existing frontend test tooling	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	NONE	Frontend behavior suite	Merge with repository config if present	Duplicate standalone config	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/vitest.config.ts; design §17	Test infrastructure only
frontend/vitest.setup.ts	frontend test infrastructure	§17	Mount Cards with browser matchers	Vitest setup	Existing frontend test tooling	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	NONE	jest-dom setup	Merge with repository setup if present	Duplicate standalone setup	no	HIGH	git diff 4e7d9fe..5375990a -- frontend/vitest.setup.ts; design §17	Test infrastructure only
repair_nl2agent_tables.py	deployment	§16	None in supported deployment	Temporary repair diagnostic	Standard migration runner	OMIT	OMIT_FROM_CLEAN_BRANCH	NONE	None	None	Script-specific	no	HIGH	git diff 4e7d9fe..5375990a -- repair_nl2agent_tables.py; design §16	Explicitly temporary and incomplete
sdk/nexent/core/agents/agent_model.py	SDK runtime integration	§8 §9	Per-run Draft context and search Tool construction	Agent/Tool runtime extension	Existing builtin Tool factory and Agent run context	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Draft propagation and per-run isolation	Only three thin search adapters	Prototype dispatch details	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/agents/agent_model.py; design §8 §9	-
sdk/nexent/core/agents/core_agent.py	SDK runtime integration	§8 §9	Per-run Draft context and search Tool construction	Agent/Tool runtime extension	Existing builtin Tool factory and Agent run context	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Draft propagation and per-run isolation	Only three thin search adapters	Prototype dispatch details	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/agents/core_agent.py; design §8 §9	-
sdk/nexent/core/agents/nexent_agent.py	SDK runtime integration	§8 §9	Per-run Draft context and search Tool construction	Agent/Tool runtime extension	Existing builtin Tool factory and Agent run context	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Draft propagation and per-run isolation	Only three thin search adapters	Prototype dispatch details	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/agents/nexent_agent.py; design §8 §9	-
sdk/nexent/core/agents/run_agent.py	SDK runtime integration	§8 §9	Per-run Draft context and search Tool construction	Agent/Tool runtime extension	Existing builtin Tool factory and Agent run context	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Draft propagation and per-run isolation	Only three thin search adapters	Prototype dispatch details	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/agents/run_agent.py; design §8 §9	-
sdk/nexent/core/tools/__init__.py	SDK runtime integration	§8 §9	Per-run Draft context and search Tool construction	Agent/Tool runtime extension	Existing builtin Tool factory and Agent run context	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Draft propagation and per-run isolation	Only three thin search adapters	Prototype dispatch details	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/tools/__init__.py; design §8 §9	-
sdk/nexent/core/tools/nl2agent/__init__.py	SDK runtime integration	§8 §9	Per-run Draft context and search Tool construction	Agent/Tool runtime extension	Existing builtin Tool factory and Agent run context	PR1_CORE_WORKFLOW	PORT_MINIMAL	BASELINE_CORRECTNESS	Draft propagation and per-run isolation	Only three thin search adapters	Prototype dispatch details	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/tools/nl2agent/__init__.py; design §8 §9	-
sdk/nexent/core/tools/nl2agent/_context.py	SDK search	§9.1 §9.2 §9.5	Stateless stable resource search	Per-run search Tool/scoring context	SDK Tool factory and scoring dependencies	PR2_LOCAL_RESOURCES	CONSOLIDATE	BASELINE_CORRECTNESS	Scoring isolation top five proof failure	Pure scoring and thin tools	Context wrapper implementation checks	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/tools/nl2agent/_context.py; design §9.1 §9.2 §9.5	-
sdk/nexent/core/tools/nl2agent/search_local_resources_tool.py	local resources	§9.2 §10.3 §14.2	Local Tool/Skill search configure Apply/Skip	Local resource search/config/binding	list_all_tools, ToolConfigurationService, ToolInstance/SkillInstance	PR2_LOCAL_RESOURCES	REWRITE_USING_EXISTING_NEXENT_SERVICE	BASELINE_CORRECTNESS	Search/config/atomic binding/secret behavior	Reservations/Redis/wrapper calls	Duplicate mock-only assertions	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/tools/nl2agent/search_local_resources_tool.py; design §9.2 §10.3 §14.2	-
sdk/nexent/core/tools/nl2agent/search_web_mcps_tool.py	online catalogs/search	§9.1 §9.3 §9.4 §9.5	Registry Community official search and trusted proof	Catalog adapter/search normalization	Existing Registry Community official Skill providers	PR3_ONLINE_CATALOGS	CONSOLIDATE	MIXED	Fail-soft bounded normalized exact batches	Inline catalog/Backend normalizer/unified proof	Shared snapshot/cache implementation	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/tools/nl2agent/search_web_mcps_tool.py; design §9.1 §9.3 §9.4 §9.5	-
sdk/nexent/core/tools/nl2agent/search_web_skills_tool.py	Skill catalog/installation	§9.4 §10.5 §14	Official/local Skill search install recovery and binding	Skill provider/service/UI integration	Existing SkillService, official ZIP installer and SkillInstance	PR3_ONLINE_CATALOGS	REWRITE_USING_EXISTING_NEXENT_SERVICE	BASELINE_CORRECTNESS	Tenant scope resource_missing install/bind/retry	Wrapper mocks and status projection	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/nexent/core/tools/nl2agent/search_web_skills_tool.py; design §9.4 §10.5 §14	-
sdk/pyproject.toml	SDK scoring dependency	§9.1	Stable fuzzy resource scoring	Adds optional RapidFuzz extra	Existing SDK optional extras	PR2_LOCAL_RESOURCES	PORT_MINIMAL	NONE	RapidFuzz behavior with fallback	Keep optional dependency boundary	None	no	HIGH	git diff 4e7d9fe..5375990a -- sdk/pyproject.toml; design §9.1	No environment access added
test/backend/agents/test_create_agent_info.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/agents/test_create_agent_info.py; design §17	-
test/backend/agents/test_nl2agent_session_catalog.py	workflow persistence	§5 §6 §7 §11.3	Durable recovery CAS batches and Delivery	Persistence/workflow repository tests	SQLAlchemy transaction/revision update	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Owner isolation CAS terminal recovery batches Delivery	PostgreSQL-only aggregate/lease fixtures	Redis/cache/shared-snapshot mechanics	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/agents/test_nl2agent_session_catalog.py; design §5 §6 §7 §11.3	Split later PR behaviors through one aggregate foundation
test/backend/app/test_application_entrypoint_imports.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	NONE	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/app/test_application_entrypoint_imports.py; design §17	-
test/backend/app/test_conversation_management_app.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	NONE	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/app/test_conversation_management_app.py; design §17	-
test/backend/apps/test_nl2agent_app_errors.py	API boundary	§13	NL2Agent actions	Route/error behavior tests	FastAPI auth and AppException mapping	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Auth strict routes structured errors	Narrow service calls	Facade mock wiring	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/apps/test_nl2agent_app_errors.py; design §13	-
test/backend/consts/test_nl2agent_model_limits.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/consts/test_nl2agent_model_limits.py; design §17	-
test/backend/database/test_agent_db.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/database/test_agent_db.py; design §17	-
test/backend/database/test_nl2agent_catalog_queries.py	local resources	§9.2 §10.3 §14.2	Local Tool/Skill search configure Apply/Skip	Local resource behavior tests	list_all_tools, ToolConfigurationService, ToolInstance/SkillInstance	PR2_LOCAL_RESOURCES	CONSOLIDATE	BASELINE_CORRECTNESS	Search/config/atomic binding/secret behavior	Reservations/Redis/wrapper calls	Duplicate mock-only assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/database/test_nl2agent_catalog_queries.py; design §9.2 §10.3 §14.2	-
test/backend/database/test_nl2agent_session_db.py	workflow persistence	§5 §6 §7 §11.3	Durable recovery CAS batches and Delivery	Persistence/workflow repository tests	SQLAlchemy transaction/revision update	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Owner isolation CAS terminal recovery batches Delivery	PostgreSQL-only aggregate/lease fixtures	Redis/cache/shared-snapshot mechanics	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/database/test_nl2agent_session_db.py; design §5 §6 §7 §11.3	Split later PR behaviors through one aggregate foundation
test/backend/database/test_remote_mcp_db.py	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP behavior tests	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	CONSOLIDATE	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Advanced-only or duplicate assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/database/test_remote_mcp_db.py; design §9.3 §10.4 §10.5 §14	Baseline correctness remains
test/backend/database/test_skill_db.py	Skill catalog/installation	§9.4 §10.5 §14	Official/local Skill search install recovery and binding	Skill behavior tests	Existing SkillService, official ZIP installer and SkillInstance	PR3_ONLINE_CATALOGS	CONSOLIDATE	BASELINE_CORRECTNESS	Tenant scope resource_missing install/bind/retry	Wrapper mocks and status projection	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/database/test_skill_db.py; design §9.4 §10.5 §14	-
test/backend/database/test_tool_db.py	local resources	§9.2 §10.3 §14.2	Local Tool/Skill search configure Apply/Skip	Local resource behavior tests	list_all_tools, ToolConfigurationService, ToolInstance/SkillInstance	PR2_LOCAL_RESOURCES	CONSOLIDATE	BASELINE_CORRECTNESS	Search/config/atomic binding/secret behavior	Reservations/Redis/wrapper calls	Duplicate mock-only assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/database/test_tool_db.py; design §9.2 §10.3 §14.2	-
test/backend/services/nl2agent_test_support.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/nl2agent_test_support.py; design §17	-
test/backend/services/test_agent_service.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_agent_service.py; design §17	-
test/backend/services/test_conversation_management_service.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	NONE	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_conversation_management_service.py; design §17	-
test/backend/services/test_nl2agent_catalog_service.py	online catalogs/search	§9.1 §9.3 §9.4 §9.5	Registry Community official search and trusted proof	Catalog/search tests	Existing Registry Community official Skill providers	PR3_ONLINE_CATALOGS	CONSOLIDATE	MIXED	Fail-soft bounded normalized exact batches	Inline catalog/Backend normalizer/unified proof	Shared snapshot/cache implementation	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_catalog_service.py; design §9.1 §9.3 §9.4 §9.5	-
test/backend/services/test_nl2agent_mcp_service.py	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP behavior tests	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	CONSOLIDATE	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Advanced-only or duplicate assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_mcp_service.py; design §9.3 §10.4 §10.5 §14	Baseline correctness remains
test/backend/services/test_nl2agent_mcp_url_security.py	MCP network security	§14.3	Validate MCP destinations	Custom URL resolver and pinned transport	Existing verified HTTP/MCP client	PR4_INSTALLATION_AND_BINDING	CONSOLIDATE	MIXED	HTTP/HTTPS userinfo/TLS baseline	Baseline fallback tests	Deferred pinning/private/proxy/redirect tests	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_mcp_url_security.py; design §14.3	Advanced controls deferred, baseline retained
test/backend/services/test_nl2agent_publication_service.py	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Core workflow/finalize tests	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_publication_service.py; design §7 §10.1 §10.2 §10.6	-
test/backend/services/test_nl2agent_resource_service.py	local resources	§10.3	Atomic local Apply/Skip	Resource behavior tests	ToolInstance/SkillInstance persistence	PR2_LOCAL_RESOURCES	REWRITE_USING_EXISTING_NEXENT_SERVICE	BASELINE_CORRECTNESS	Strict config atomicity idempotency	One transaction no Redis reservation	Mock reconciliation details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_resource_service.py; design §10.3	-
test/backend/services/test_nl2agent_seed_service.py	Runner/prompt	§3 §8	Builder readiness and bilingual guided flow	Seed/prompt tests	Agent seed and Prompt template services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Exactly three read-only tools and bilingual behavior	Provisioner/domain prompt contract	Wrapper mock details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_seed_service.py; design §3 §8	-
test/backend/services/test_nl2agent_session_lifecycle_service.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_session_lifecycle_service.py; design §17	-
test/backend/services/test_nl2agent_session_persistence.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_session_persistence.py; design §17	-
test/backend/services/test_nl2agent_summary_service.py	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Core workflow/finalize tests	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_summary_service.py; design §7 §10.1 §10.2 §10.6	-
test/backend/services/test_nl2agent_workflow_service.py	core workflow/finalize	§7 §10.1 §10.2 §10.6	Requirements models identity review Finalize	Core workflow/finalize tests	Existing Agent/model/resource transaction services	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Stage gates persisted truth draft_ready	Facade/projection/mock details	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_nl2agent_workflow_service.py; design §7 §10.1 §10.2 §10.6	-
test/backend/services/test_prompt_service.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_prompt_service.py; design §17	-
test/backend/services/test_remote_mcp_service.py	MCP installation/binding	§9.3 §10.4 §10.5 §14	MCP search configuration install health discovery bind/skip	MCP behavior tests	remote_mcp_service, Tool discovery and ToolInstance persistence	PR4_INSTALLATION_AND_BINDING	CONSOLIDATE	MIXED	Install/discover/bind/idempotency/recovery	Redis/wrapper/mock-call details	Advanced-only or duplicate assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_remote_mcp_service.py; design §9.3 §10.4 §10.5 §14	Baseline correctness remains
test/backend/services/test_skill_service.py	Skill catalog/installation	§9.4 §10.5 §14	Official/local Skill search install recovery and binding	Skill behavior tests	Existing SkillService, official ZIP installer and SkillInstance	PR4_INSTALLATION_AND_BINDING	CONSOLIDATE	BASELINE_CORRECTNESS	Tenant scope resource_missing install/bind/retry	Wrapper mocks and status projection	Duplicate implementation assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_skill_service.py; design §9.4 §10.5 §14	-
test/backend/services/test_tool_configuration_service.py	local resources	§9.2 §10.3 §14.2	Local Tool/Skill search configure Apply/Skip	Local resource behavior tests	list_all_tools, ToolConfigurationService, ToolInstance/SkillInstance	PR2_LOCAL_RESOURCES	CONSOLIDATE	BASELINE_CORRECTNESS	Search/config/atomic binding/secret behavior	Reservations/Redis/wrapper calls	Duplicate mock-only assertions	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/services/test_tool_configuration_service.py; design §9.2 §10.3 §14.2	-
test/backend/utils/test_nl2agent_card_validation.py	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card behavior tests	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/utils/test_nl2agent_card_validation.py; design §11 §12	-
test/backend/utils/test_prompt_template_utils.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/backend/utils/test_prompt_template_utils.py; design §17	-
test/contracts/test_nl2agent_card_contract.py	Card delivery/rendering	§11 §12	Strict Card render registration Delivery retry	Card behavior tests	Existing Markdown/chat final-message boundary	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	BASELINE_CORRECTNESS	Strict schema latest message registration receipt retry	One verifier/AST/coordinator	Fallback/duplicate parser-only assertions where unneeded	no	HIGH	git diff 4e7d9fe..5375990a -- test/contracts/test_nl2agent_card_contract.py; design §11 §12	-
test/contracts/test_nl2agent_session_contract.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	NONE	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/contracts/test_nl2agent_session_contract.py; design §17	-
test/deploy/test_local_sql_migrations.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR5_DELIVERY_RECOVERY_AND_RELEASE	CONSOLIDATE	NONE	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/deploy/test_local_sql_migrations.py; design §17	-
test/sdk/core/agents/test_core_agent.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/sdk/core/agents/test_core_agent.py; design §17	-
test/sdk/core/agents/test_nexent_agent.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/sdk/core/agents/test_nexent_agent.py; design §17	-
test/sdk/core/agents/test_run_agent.py	cross-cutting tests	§17	Regression coverage	Changed test/config	pytest/Vitest infrastructure	PR1_CORE_WORKFLOW	CONSOLIDATE	BASELINE_CORRECTNESS	Observable behavior	Boundary fixture	Mock-call-only details	no	HIGH	git diff 4e7d9fe..5375990a -- test/sdk/core/agents/test_run_agent.py; design §17	-
test/sdk/core/tools/test_nl2agent_search_tools.py	SDK search	§9.1 §9.2 §9.5	Stateless stable resource search	Search golden tests	SDK Tool factory and scoring dependencies	PR2_LOCAL_RESOURCES	CONSOLIDATE	BASELINE_CORRECTNESS	Scoring isolation top five proof failure	Pure scoring and thin tools	Context wrapper implementation checks	no	HIGH	git diff 4e7d9fe..5375990a -- test/sdk/core/tools/test_nl2agent_search_tools.py; design §9.1 §9.2 §9.5	-
